63150346	23	25	25	0	73	25	25	20	25	95
63150348	12	15	25	0	52	20	15	13	24	72
63150351					0					0
63150355	0	0	0	0	0					0
63150361					0	0	0	0	0	0
63150364	12	0	7	0	19					0
63150365	8	6	2	0	16	0	5	13	10	28
63150367	25	8	15	7	55	25	7	15	21	68
63150369	10	13	15	0	38	25	0	14	23	62
63150371	18	25	25	15	83	25	3	20	25	73
63150372	12	15	12	5	44	3	0	18	0	21
63150373	25	25	20	20	90	20	0	15	23	58
63150374	20	20	25	25	90	18	0	25	25	68
63150375	15	25	25	15	80	10	12	23	23	68
63150434	0	3	7	0	10	15	3	13	16	47
63150435					0					0
63150437	13	0	2	0	15					0
